order_id,product,category,price,quantity,order_date,country
1001,Keyboard,Electronics,31.5,3,2024-01-02,France
1009,Pencil,Stationery,0.96,11,2024-01-06,Spain
1004,Monitor,Electronics,166.88,2,2024-01-03,Spain
1006,Chair,Furniture,62.93,2,2024-01-04,Italy
1004,Monitor,Electronics,147.55,1,2024-01-03,Spain
1009,Pencil,Stationery,0.87,10,2024-01-06,Spain
1010,Backpack,Accessories,44.57,1,2024-01-07,Italy
1009,Pencil,Stationery,0.92,9,2024-01-06,Spain
1010,Backpack,Accessories,36.7,2,2024-01-07,Italy
1006,Chair,Furniture,63.06,2,2024-01-04,Italy
1001,Keyboard,Electronics,33.65,1,2024-01-02,France
1010,Backpack,Accessories,42.76,2,2024-01-07,Italy
1002,Mouse,Electronics,20.55,2,2024-01-02,France
1007,Headphones,Electronics,51.48,1,2024-01-05,Germany
1006,Chair,Furniture,62.55,3,2024-01-04,Italy
1001,Keyboard,Electronics,31.13,3,2024-01-02,France
1006,Chair,Furniture,60.83,1,2024-01-04,Italy
1007,Headphones,Electronics,50.25,1,2024-01-05,Germany
1007,Headphones,Electronics,49.83,2,2024-01-05,Germany
1010,Backpack,Accessories,38.48,1,2024-01-07,Italy
1004,Monitor,Electronics,147.89,2,2024-01-03,Spain
1004,Monitor,Electronics,137.29,1,2024-01-03,Spain
1001,Keyboard,Electronics,29.84,1,2024-01-02,France
1003,Laptop,Electronics,759.51,2,2024-01-03,Germany
1009,Pencil,Stationery,0.94,11,2024-01-06,Spain
1007,Headphones,Electronics,50.44,1,2024-01-05,Germany
1005,Desk,Furniture,106.95,1,2024-01-04,France
1008,Notebook,Stationery,3.66,4,2024-01-06,France
1007,Headphones,Electronics,46.06,2,2024-01-05,Germany
1009,Pencil,Stationery,0.94,10,2024-01-06,Spain
1005,Desk,Furniture,104.69,1,2024-01-04,France
1009,Pencil,Stationery,0.94,10,2024-01-06,Spain
1008,Notebook,Stationery,3.46,3,2024-01-06,France
1002,Mouse,Electronics,20.54,1,2024-01-02,France
1001,Keyboard,Electronics,28.54,1,2024-01-02,France
1009,Pencil,Stationery,1.0,9,2024-01-06,Spain
1006,Chair,Furniture,55.99,2,2024-01-04,Italy
1007,Headphones,Electronics,48.49,1,2024-01-05,Germany
1009,Pencil,Stationery,1.01,11,2024-01-06,Spain
1003,Laptop,Electronics,735.36,1,2024-01-03,Germany
1006,Chair,Furniture,61.31,3,2024-01-04,Italy
1005,Desk,Furniture,99.89,1,2024-01-04,France
1006,Chair,Furniture,61.65,2,2024-01-04,Italy
1007,Headphones,Electronics,50.55,1,2024-01-05,Germany
1007,Headphones,Electronics,53.4,1,2024-01-05,Germany
1006,Chair,Furniture,60.37,3,2024-01-04,Italy
1004,Monitor,Electronics,146.77,2,2024-01-03,Spain
1001,Keyboard,Electronics,30.17,2,2024-01-02,France
1008,Notebook,Stationery,3.6,4,2024-01-06,France
1008,Notebook,Stationery,3.51,5,2024-01-06,France
1008,Notebook,Stationery,3.51,3,2024-01-06,France
1005,Desk,Furniture,96.48,1,2024-01-04,France
1004,Monitor,Electronics,145.02,1,2024-01-03,Spain
1002,Mouse,Electronics,18.59,2,2024-01-02,France
1010,Backpack,Accessories,43.49,2,2024-01-07,Italy
1009,Pencil,Stationery,0.93,9,2024-01-06,Spain
1001,Keyboard,Electronics,28.95,1,2024-01-02,France
1004,Monitor,Electronics,144.6,1,2024-01-03,Spain
1004,Monitor,Electronics,156.7,2,2024-01-03,Spain
1006,Chair,Furniture,59.11,3,2024-01-04,Italy
1007,Headphones,Electronics,53.11,1,2024-01-05,Germany
1004,Monitor,Electronics,144.94,1,2024-01-03,Spain
1007,Headphones,Electronics,50.69,2,2024-01-05,Germany
1008,Notebook,Stationery,3.35,4,2024-01-06,France
1008,Notebook,Stationery,3.88,3,2024-01-06,France
1006,Chair,Furniture,56.43,3,2024-01-04,Italy
1005,Desk,Furniture,101.54,2,2024-01-04,France
1006,Chair,Furniture,61.89,2,2024-01-04,Italy
1004,Monitor,Electronics,153.09,1,2024-01-03,Spain
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1001,Keyboard,Electronics,29.8,1,2024-01-02,France
1001,Keyboard,Electronics,30.06,1,2024-01-02,France
1004,Monitor,Electronics,148.89,2,2024-01-03,Spain
1008,Notebook,Stationery,3.67,3,2024-01-06,France
1003,Laptop,Electronics,887.31,2,2024-01-03,Germany
1009,Pencil,Stationery,0.96,9,2024-01-06,Spain
1004,Monitor,Electronics,139.72,1,2024-01-03,Spain
1007,Headphones,Electronics,49.77,1,2024-01-05,Germany
1010,Backpack,Accessories,45.15,2,2024-01-07,Italy
1009,Pencil,Stationery,0.95,10,2024-01-06,Spain
1010,Backpack,Accessories,43.27,2,2024-01-07,Italy
1008,Notebook,Stationery,3.79,5,2024-01-06,France
1005,Desk,Furniture,97.22,1,2024-01-04,France
1001,Keyboard,Electronics,30.84,3,2024-01-02,France
1010,Backpack,Accessories,43.25,1,2024-01-07,Italy
1002,Mouse,Electronics,19.61,1,2024-01-02,France
1010,Backpack,Accessories,39.58,1,2024-01-07,Italy
1003,Laptop,Electronics,775.76,1,2024-01-03,Germany
1004,Monitor,Electronics,142.38,1,2024-01-03,Spain
1007,Headphones,Electronics,48.37,1,2024-01-05,Germany
1006,Chair,Furniture,56.32,2,2024-01-04,Italy
1003,Laptop,Electronics,800.36,1,2024-01-03,Germany
1002,Mouse,Electronics,19.22,2,2024-01-02,France
1009,Pencil,Stationery,1.0,11,2024-01-06,Spain
1003,Laptop,Electronics,736.84,1,2024-01-03,Germany
1004,Monitor,Electronics,152.47,2,2024-01-03,Spain
1004,Monitor,Electronics,156.24,1,2024-01-03,Spain
1006,Chair,Furniture,54.01,3,2024-01-04,Italy
1009,Pencil,Stationery,1.01,10,2024-01-06,Spain
1002,Mouse,Electronics,21.22,1,2024-01-02,France
1008,Notebook,Stationery,3.29,4,2024-01-06,France
1010,Backpack,Accessories,43.33,1,2024-01-07,Italy
1003,Laptop,Electronics,815.74,1,2024-01-03,Germany
1001,Keyboard,Electronics,28.93,3,2024-01-02,France
1010,Backpack,Accessories,39.88,2,2024-01-07,Italy
1005,Desk,Furniture,102.78,2,2024-01-04,France
1004,Monitor,Electronics,150.56,1,2024-01-03,Spain
1005,Desk,Furniture,102.68,2,2024-01-04,France
1006,Chair,Furniture,57.23,2,2024-01-04,Italy
1010,Backpack,Accessories,40.33,2,2024-01-07,Italy
1010,Backpack,Accessories,37.16,1,2024-01-07,Italy
1007,Headphones,Electronics,49.71,1,2024-01-05,Germany
1001,Keyboard,Electronics,28.63,2,2024-01-02,France
1006,Chair,Furniture,57.78,2,2024-01-04,Italy
1006,Chair,Furniture,63.7,2,2024-01-04,Italy
1008,Notebook,Stationery,3.69,3,2024-01-06,France
1007,Headphones,Electronics,51.51,1,2024-01-05,Germany
1010,Backpack,Accessories,37.81,1,2024-01-07,Italy
1007,Headphones,Electronics,49.2,1,2024-01-05,Germany
1010,Backpack,Accessories,42.42,2,2024-01-07,Italy
1006,Chair,Furniture,60.42,1,2024-01-04,Italy
1003,Laptop,Electronics,891.66,1,2024-01-03,Germany
1010,Backpack,Accessories,40.78,1,2024-01-07,Italy
1002,Mouse,Electronics,20.18,2,2024-01-02,France
1006,Chair,Furniture,59.06,3,2024-01-04,Italy
1006,Chair,Furniture,60.39,3,2024-01-04,Italy
1009,Pencil,Stationery,0.98,10,2024-01-06,Spain
1003,Laptop,Electronics,827.29,1,2024-01-03,Germany
1005,Desk,Furniture,104.77,1,2024-01-04,France
1006,Chair,Furniture,57.63,1,2024-01-04,Italy
1009,Pencil,Stationery,0.92,10,2024-01-06,Spain
1002,Mouse,Electronics,18.15,1,2024-01-02,France
1002,Mouse,Electronics,20.5,2,2024-01-02,France
1003,Laptop,Electronics,754.92,2,2024-01-03,Germany
1004,Monitor,Electronics,133.84,1,2024-01-03,Spain
1005,Desk,Furniture,101.93,1,2024-01-04,France
1002,Mouse,Electronics,22.48,1,2024-01-02,France
1005,Desk,Furniture,99.96,1,2024-01-04,France
1003,Laptop,Electronics,832.5,1,2024-01-03,Germany
1009,Pencil,Stationery,0.99,11,2024-01-06,Spain
1002,Mouse,Electronics,19.89,2,2024-01-02,France
1002,Mouse,Electronics,20.91,2,2024-01-02,France
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1007,Headphones,Electronics,50.66,1,2024-01-05,Germany
1007,Headphones,Electronics,50.79,2,2024-01-05,Germany
1007,Headphones,Electronics,48.32,2,2024-01-05,Germany
1004,Monitor,Electronics,157.43,1,2024-01-03,Spain
1007,Headphones,Electronics,49.55,1,2024-01-05,Germany
1003,Laptop,Electronics,768.81,2,2024-01-03,Germany
1010,Backpack,Accessories,41.06,2,2024-01-07,Italy
1007,Headphones,Electronics,47.74,1,2024-01-05,Germany
1010,Backpack,Accessories,40.05,2,2024-01-07,Italy
1005,Desk,Furniture,99.94,1,2024-01-04,France
1004,Monitor,Electronics,158.13,1,2024-01-03,Spain
1010,Backpack,Accessories,40.94,1,2024-01-07,Italy
1003,Laptop,Electronics,798.0,1,2024-01-03,Germany
1001,Keyboard,Electronics,31.22,1,2024-01-02,France
1004,Monitor,Electronics,160.42,2,2024-01-03,Spain
1001,Keyboard,Electronics,30.83,2,2024-01-02,France
1007,Headphones,Electronics,50.02,1,2024-01-05,Germany
1004,Monitor,Electronics,140.15,2,2024-01-03,Spain
1006,Chair,Furniture,56.8,3,2024-01-04,Italy
1009,Pencil,Stationery,0.97,11,2024-01-06,Spain
1002,Mouse,Electronics,19.38,2,2024-01-02,France
1010,Backpack,Accessories,39.62,2,2024-01-07,Italy
1007,Headphones,Electronics,50.13,1,2024-01-05,Germany
1003,Laptop,Electronics,820.16,2,2024-01-03,Germany
1002,Mouse,Electronics,19.92,1,2024-01-02,France
1009,Pencil,Stationery,1.01,9,2024-01-06,Spain
1002,Mouse,Electronics,20.05,2,2024-01-02,France
1001,Keyboard,Electronics,27.03,1,2024-01-02,France
1007,Headphones,Electronics,47.64,1,2024-01-05,Germany
1010,Backpack,Accessories,39.7,1,2024-01-07,Italy
1002,Mouse,Electronics,18.78,1,2024-01-02,France
1004,Monitor,Electronics,154.49,2,2024-01-03,Spain
1003,Laptop,Electronics,860.15,2,2024-01-03,Germany
1007,Headphones,Electronics,53.04,1,2024-01-05,Germany
1005,Desk,Furniture,98.92,1,2024-01-04,France
1010,Backpack,Accessories,42.97,1,2024-01-07,Italy
1008,Notebook,Stationery,3.53,5,2024-01-06,France
1002,Mouse,Electronics,19.65,2,2024-01-02,France
1005,Desk,Furniture,96.92,2,2024-01-04,France
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1002,Mouse,Electronics,19.6,2,2024-01-02,France
1009,Pencil,Stationery,1.0,10,2024-01-06,Spain
1007,Headphones,Electronics,50.39,1,2024-01-05,Germany
1010,Backpack,Accessories,40.0,2,2024-01-07,Italy
1006,Chair,Furniture,61.3,1,2024-01-04,Italy
1006,Chair,Furniture,63.56,2,2024-01-04,Italy
1004,Monitor,Electronics,157.11,1,2024-01-03,Spain
1006,Chair,Furniture,55.54,1,2024-01-04,Italy
1008,Notebook,Stationery,3.05,3,2024-01-06,France
1003,Laptop,Electronics,836.33,1,2024-01-03,Germany
1001,Keyboard,Electronics,27.94,1,2024-01-02,France
1005,Desk,Furniture,98.87,1,2024-01-04,France
1002,Mouse,Electronics,18.82,1,2024-01-02,France
1007,Headphones,Electronics,45.49,2,2024-01-05,Germany
1008,Notebook,Stationery,3.59,3,2024-01-06,France
1008,Notebook,Stationery,3.63,3,2024-01-06,France
1004,Monitor,Electronics,145.67,2,2024-01-03,Spain
1008,Notebook,Stationery,3.05,4,2024-01-06,France
1001,Keyboard,Electronics,29.17,1,2024-01-02,France
1006,Chair,Furniture,61.17,3,2024-01-04,Italy
1009,Pencil,Stationery,0.92,11,2024-01-06,Spain
1007,Headphones,Electronics,50.45,1,2024-01-05,Germany
1001,Keyboard,Electronics,29.97,3,2024-01-02,France
1003,Laptop,Electronics,822.14,1,2024-01-03,Germany
1008,Notebook,Stationery,3.52,5,2024-01-06,France
1003,Laptop,Electronics,760.13,1,2024-01-03,Germany
1005,Desk,Furniture,105.97,1,2024-01-04,France
1003,Laptop,Electronics,792.67,1,2024-01-03,Germany
1001,Keyboard,Electronics,29.95,3,2024-01-02,France
1001,Keyboard,Electronics,28.59,2,2024-01-02,France
1009,Pencil,Stationery,0.97,10,2024-01-06,Spain
1010,Backpack,Accessories,38.22,2,2024-01-07,Italy
1002,Mouse,Electronics,19.82,1,2024-01-02,France
1008,Notebook,Stationery,3.8,5,2024-01-06,France
1007,Headphones,Electronics,46.56,1,2024-01-05,Germany
1010,Backpack,Accessories,36.76,1,2024-01-07,Italy
1004,Monitor,Electronics,161.02,1,2024-01-03,Spain
1005,Desk,Furniture,98.94,2,2024-01-04,France
1010,Backpack,Accessories,38.65,2,2024-01-07,Italy
1007,Headphones,Electronics,52.59,2,2024-01-05,Germany
1004,Monitor,Electronics,145.45,2,2024-01-03,Spain
1001,Keyboard,Electronics,32.73,2,2024-01-02,France
1006,Chair,Furniture,62.02,1,2024-01-04,Italy
1010,Backpack,Accessories,39.01,1,2024-01-07,Italy
1009,Pencil,Stationery,1.1,9,2024-01-06,Spain
1003,Laptop,Electronics,774.8,1,2024-01-03,Germany
1007,Headphones,Electronics,51.84,2,2024-01-05,Germany
1006,Chair,Furniture,60.89,2,2024-01-04,Italy
1005,Desk,Furniture,106.5,1,2024-01-04,France
1001,Keyboard,Electronics,32.33,2,2024-01-02,France
1002,Mouse,Electronics,20.02,2,2024-01-02,France
1003,Laptop,Electronics,768.9,1,2024-01-03,Germany
1002,Mouse,Electronics,20.45,2,2024-01-02,France
1010,Backpack,Accessories,38.63,1,2024-01-07,Italy
1002,Mouse,Electronics,22.0,1,2024-01-02,France
1004,Monitor,Electronics,151.01,2,2024-01-03,Spain
1002,Mouse,Electronics,19.62,1,2024-01-02,France
1009,Pencil,Stationery,1.0,9,2024-01-06,Spain
1004,Monitor,Electronics,139.89,1,2024-01-03,Spain
1010,Backpack,Accessories,38.05,1,2024-01-07,Italy
1010,Backpack,Accessories,42.39,2,2024-01-07,Italy
1008,Notebook,Stationery,3.39,5,2024-01-06,France
1009,Pencil,Stationery,0.94,10,2024-01-06,Spain
1006,Chair,Furniture,61.6,1,2024-01-04,Italy
1004,Monitor,Electronics,158.88,1,2024-01-03,Spain
1002,Mouse,Electronics,20.71,1,2024-01-02,France
1007,Headphones,Electronics,52.48,1,2024-01-05,Germany
1006,Chair,Furniture,57.72,2,2024-01-04,Italy
1007,Headphones,Electronics,46.44,2,2024-01-05,Germany
1007,Headphones,Electronics,53.74,1,2024-01-05,Germany
1003,Laptop,Electronics,786.11,1,2024-01-03,Germany
1002,Mouse,Electronics,19.74,2,2024-01-02,France
1008,Notebook,Stationery,3.73,5,2024-01-06,France
1003,Laptop,Electronics,821.22,1,2024-01-03,Germany
1001,Keyboard,Electronics,30.67,2,2024-01-02,France
1001,Keyboard,Electronics,33.24,3,2024-01-02,France
1002,Mouse,Electronics,19.35,1,2024-01-02,France
1008,Notebook,Stationery,3.66,3,2024-01-06,France
1007,Headphones,Electronics,50.13,1,2024-01-05,Germany
1004,Monitor,Electronics,152.0,1,2024-01-03,Spain
1004,Monitor,Electronics,161.45,2,2024-01-03,Spain
1007,Headphones,Electronics,51.26,1,2024-01-05,Germany
1006,Chair,Furniture,61.6,2,2024-01-04,Italy
1006,Chair,Furniture,63.21,2,2024-01-04,Italy
1004,Monitor,Electronics,147.25,1,2024-01-03,Spain
1002,Mouse,Electronics,19.15,1,2024-01-02,France
1008,Notebook,Stationery,3.32,3,2024-01-06,France
1009,Pencil,Stationery,0.89,9,2024-01-06,Spain
1001,Keyboard,Electronics,33.07,1,2024-01-02,France
1003,Laptop,Electronics,754.93,1,2024-01-03,Germany
1003,Laptop,Electronics,790.16,2,2024-01-03,Germany
1005,Desk,Furniture,98.61,1,2024-01-04,France
1008,Notebook,Stationery,3.55,4,2024-01-06,France
1008,Notebook,Stationery,3.64,3,2024-01-06,France
1006,Chair,Furniture,62.57,2,2024-01-04,Italy
1001,Keyboard,Electronics,29.12,1,2024-01-02,France
1003,Laptop,Electronics,792.32,2,2024-01-03,Germany
1001,Keyboard,Electronics,30.41,1,2024-01-02,France
1008,Notebook,Stationery,3.46,3,2024-01-06,France
1003,Laptop,Electronics,863.21,2,2024-01-03,Germany
1005,Desk,Furniture,102.44,1,2024-01-04,France
1002,Mouse,Electronics,20.72,1,2024-01-02,France
1010,Backpack,Accessories,41.32,1,2024-01-07,Italy
1010,Backpack,Accessories,42.34,1,2024-01-07,Italy
1001,Keyboard,Electronics,30.26,1,2024-01-02,France
1004,Monitor,Electronics,140.26,2,2024-01-03,Spain
1004,Monitor,Electronics,152.99,1,2024-01-03,Spain
1005,Desk,Furniture,96.73,1,2024-01-04,France
1006,Chair,Furniture,58.4,2,2024-01-04,Italy
1006,Chair,Furniture,61.75,1,2024-01-04,Italy
1003,Laptop,Electronics,848.47,1,2024-01-03,Germany
1008,Notebook,Stationery,3.5,3,2024-01-06,France
1003,Laptop,Electronics,811.34,1,2024-01-03,Germany
1005,Desk,Furniture,108.5,1,2024-01-04,France
1006,Chair,Furniture,60.71,2,2024-01-04,Italy
1010,Backpack,Accessories,45.19,2,2024-01-07,Italy
1006,Chair,Furniture,61.69,1,2024-01-04,Italy
1004,Monitor,Electronics,136.79,2,2024-01-03,Spain
1009,Pencil,Stationery,1.03,11,2024-01-06,Spain
1008,Notebook,Stationery,3.57,3,2024-01-06,France
1004,Monitor,Electronics,159.66,1,2024-01-03,Spain
1008,Notebook,Stationery,3.62,4,2024-01-06,France
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1003,Laptop,Electronics,750.09,1,2024-01-03,Germany
1009,Pencil,Stationery,0.98,10,2024-01-06,Spain
1002,Mouse,Electronics,19.14,1,2024-01-02,France
1010,Backpack,Accessories,38.83,1,2024-01-07,Italy
1003,Laptop,Electronics,822.51,1,2024-01-03,Germany
1008,Notebook,Stationery,3.79,4,2024-01-06,France
1005,Desk,Furniture,101.96,2,2024-01-04,France
1003,Laptop,Electronics,751.22,2,2024-01-03,Germany
1008,Notebook,Stationery,3.58,3,2024-01-06,France
1007,Headphones,Electronics,52.98,1,2024-01-05,Germany
1002,Mouse,Electronics,19.38,1,2024-01-02,France
1010,Backpack,Accessories,39.72,1,2024-01-07,Italy
1006,Chair,Furniture,60.03,1,2024-01-04,Italy
1003,Laptop,Electronics,767.64,1,2024-01-03,Germany
1003,Laptop,Electronics,824.9,1,2024-01-03,Germany
1010,Backpack,Accessories,39.75,2,2024-01-07,Italy
1006,Chair,Furniture,61.25,1,2024-01-04,Italy
1001,Keyboard,Electronics,28.66,3,2024-01-02,France
1009,Pencil,Stationery,0.97,11,2024-01-06,Spain
1002,Mouse,Electronics,20.71,1,2024-01-02,France
1008,Notebook,Stationery,3.43,3,2024-01-06,France
1003,Laptop,Electronics,867.99,1,2024-01-03,Germany
1001,Keyboard,Electronics,29.39,2,2024-01-02,France
1009,Pencil,Stationery,1.0,10,2024-01-06,Spain
1002,Mouse,Electronics,20.92,1,2024-01-02,France
1008,Notebook,Stationery,3.25,3,2024-01-06,France
1006,Chair,Furniture,54.71,2,2024-01-04,Italy
1005,Desk,Furniture,92.36,1,2024-01-04,France
1005,Desk,Furniture,106.3,1,2024-01-04,France
1008,Notebook,Stationery,3.4,3,2024-01-06,France
1003,Laptop,Electronics,901.2,1,2024-01-03,Germany
1004,Monitor,Electronics,145.76,2,2024-01-03,Spain
1006,Chair,Furniture,60.54,2,2024-01-04,Italy
1010,Backpack,Accessories,43.07,2,2024-01-07,Italy
1004,Monitor,Electronics,165.03,2,2024-01-03,Spain
1009,Pencil,Stationery,1.09,10,2024-01-06,Spain
1010,Backpack,Accessories,42.41,1,2024-01-07,Italy
1005,Desk,Furniture,105.11,1,2024-01-04,France
1001,Keyboard,Electronics,30.88,2,2024-01-02,France
1006,Chair,Furniture,62.32,3,2024-01-04,Italy
1004,Monitor,Electronics,145.86,2,2024-01-03,Spain
1010,Backpack,Accessories,38.35,1,2024-01-07,Italy
1005,Desk,Furniture,99.97,2,2024-01-04,France
1007,Headphones,Electronics,49.56,1,2024-01-05,Germany
1003,Laptop,Electronics,780.89,2,2024-01-03,Germany
1004,Monitor,Electronics,155.21,1,2024-01-03,Spain
1007,Headphones,Electronics,52.38,2,2024-01-05,Germany
1002,Mouse,Electronics,20.08,1,2024-01-02,France
1005,Desk,Furniture,107.38,1,2024-01-04,France
1003,Laptop,Electronics,753.39,1,2024-01-03,Germany
1002,Mouse,Electronics,19.8,1,2024-01-02,France
1003,Laptop,Electronics,770.36,1,2024-01-03,Germany
1001,Keyboard,Electronics,27.19,3,2024-01-02,France
1007,Headphones,Electronics,49.78,2,2024-01-05,Germany
1010,Backpack,Accessories,39.75,2,2024-01-07,Italy
1009,Pencil,Stationery,1.06,9,2024-01-06,Spain
1001,Keyboard,Electronics,30.94,3,2024-01-02,France
1006,Chair,Furniture,56.92,3,2024-01-04,Italy
1006,Chair,Furniture,65.55,2,2024-01-04,Italy
1001,Keyboard,Electronics,31.82,2,2024-01-02,France
1004,Monitor,Electronics,154.36,2,2024-01-03,Spain
1009,Pencil,Stationery,0.98,11,2024-01-06,Spain
1001,Keyboard,Electronics,28.55,1,2024-01-02,France
1004,Monitor,Electronics,147.2,1,2024-01-03,Spain
1009,Pencil,Stationery,1.04,11,2024-01-06,Spain
1008,Notebook,Stationery,3.83,4,2024-01-06,France
1003,Laptop,Electronics,860.65,2,2024-01-03,Germany
1002,Mouse,Electronics,19.5,1,2024-01-02,France
1006,Chair,Furniture,56.63,2,2024-01-04,Italy
1006,Chair,Furniture,60.41,2,2024-01-04,Italy
1007,Headphones,Electronics,45.57,1,2024-01-05,Germany
1003,Laptop,Electronics,811.91,2,2024-01-03,Germany
1005,Desk,Furniture,99.25,2,2024-01-04,France
1001,Keyboard,Electronics,29.29,3,2024-01-02,France
1004,Monitor,Electronics,138.03,1,2024-01-03,Spain
1002,Mouse,Electronics,20.5,1,2024-01-02,France
1003,Laptop,Electronics,777.72,1,2024-01-03,Germany
1010,Backpack,Accessories,37.65,2,2024-01-07,Italy
1004,Monitor,Electronics,128.45,1,2024-01-03,Spain
1010,Backpack,Accessories,39.93,1,2024-01-07,Italy
1009,Pencil,Stationery,1.08,9,2024-01-06,Spain
1001,Keyboard,Electronics,32.48,3,2024-01-02,France
1009,Pencil,Stationery,0.97,10,2024-01-06,Spain
1003,Laptop,Electronics,774.94,1,2024-01-03,Germany
1006,Chair,Furniture,61.4,1,2024-01-04,Italy
1009,Pencil,Stationery,0.94,10,2024-01-06,Spain
1002,Mouse,Electronics,20.29,1,2024-01-02,France
1007,Headphones,Electronics,51.9,2,2024-01-05,Germany
1010,Backpack,Accessories,42.44,1,2024-01-07,Italy
1005,Desk,Furniture,99.49,2,2024-01-04,France
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1007,Headphones,Electronics,47.8,2,2024-01-05,Germany
1008,Notebook,Stationery,3.36,3,2024-01-06,France
1010,Backpack,Accessories,39.54,1,2024-01-07,Italy
1006,Chair,Furniture,61.09,1,2024-01-04,Italy
1001,Keyboard,Electronics,31.36,2,2024-01-02,France
1005,Desk,Furniture,95.97,1,2024-01-04,France
1008,Notebook,Stationery,3.76,3,2024-01-06,France
1010,Backpack,Accessories,39.45,1,2024-01-07,Italy
1004,Monitor,Electronics,149.83,1,2024-01-03,Spain
1001,Keyboard,Electronics,28.87,3,2024-01-02,France
1001,Keyboard,Electronics,26.35,1,2024-01-02,France
1010,Backpack,Accessories,41.76,2,2024-01-07,Italy
1001,Keyboard,Electronics,31.09,2,2024-01-02,France
1001,Keyboard,Electronics,29.57,2,2024-01-02,France
1004,Monitor,Electronics,150.49,2,2024-01-03,Spain
1009,Pencil,Stationery,1.02,10,2024-01-06,Spain
1001,Keyboard,Electronics,27.65,2,2024-01-02,France
1005,Desk,Furniture,97.35,1,2024-01-04,France
1006,Chair,Furniture,62.37,1,2024-01-04,Italy
1005,Desk,Furniture,93.72,1,2024-01-04,France
1002,Mouse,Electronics,20.28,2,2024-01-02,France
1006,Chair,Furniture,55.92,3,2024-01-04,Italy
1010,Backpack,Accessories,40.92,1,2024-01-07,Italy
1004,Monitor,Electronics,149.72,1,2024-01-03,Spain
1001,Keyboard,Electronics,27.57,3,2024-01-02,France
1001,Keyboard,Electronics,31.74,3,2024-01-02,France
1002,Mouse,Electronics,19.26,1,2024-01-02,France
1003,Laptop,Electronics,766.63,2,2024-01-03,Germany
1010,Backpack,Accessories,40.39,1,2024-01-07,Italy
1007,Headphones,Electronics,52.86,1,2024-01-05,Germany
1010,Backpack,Accessories,37.96,1,2024-01-07,Italy
1007,Headphones,Electronics,50.14,1,2024-01-05,Germany
1006,Chair,Furniture,61.28,1,2024-01-04,Italy
1003,Laptop,Electronics,826.69,2,2024-01-03,Germany
1002,Mouse,Electronics,20.17,1,2024-01-02,France
1006,Chair,Furniture,58.89,2,2024-01-04,Italy
1004,Monitor,Electronics,143.78,1,2024-01-03,Spain
1008,Notebook,Stationery,3.52,5,2024-01-06,France
1007,Headphones,Electronics,47.31,2,2024-01-05,Germany
1004,Monitor,Electronics,128.08,1,2024-01-03,Spain
1008,Notebook,Stationery,3.58,4,2024-01-06,France
1003,Laptop,Electronics,835.11,2,2024-01-03,Germany
1004,Monitor,Electronics,132.27,1,2024-01-03,Spain
1004,Monitor,Electronics,142.42,1,2024-01-03,Spain
1005,Desk,Furniture,103.09,2,2024-01-04,France
1005,Desk,Furniture,110.28,2,2024-01-04,France
1010,Backpack,Accessories,40.03,1,2024-01-07,Italy
1005,Desk,Furniture,96.35,1,2024-01-04,France
1010,Backpack,Accessories,39.62,1,2024-01-07,Italy
1008,Notebook,Stationery,3.74,5,2024-01-06,France
1005,Desk,Furniture,96.76,1,2024-01-04,France
1001,Keyboard,Electronics,28.79,1,2024-01-02,France
1007,Headphones,Electronics,48.78,2,2024-01-05,Germany
1002,Mouse,Electronics,19.04,2,2024-01-02,France
1004,Monitor,Electronics,150.91,1,2024-01-03,Spain
1010,Backpack,Accessories,43.24,2,2024-01-07,Italy
1008,Notebook,Stationery,3.56,4,2024-01-06,France
1001,Keyboard,Electronics,29.61,2,2024-01-02,France
1008,Notebook,Stationery,3.45,5,2024-01-06,France
1009,Pencil,Stationery,0.91,9,2024-01-06,Spain
1001,Keyboard,Electronics,31.31,1,2024-01-02,France
1009,Pencil,Stationery,0.99,10,2024-01-06,Spain
1009,Pencil,Stationery,0.98,9,2024-01-06,Spain
1010,Backpack,Accessories,46.37,2,2024-01-07,Italy
1006,Chair,Furniture,60.89,3,2024-01-04,Italy
1009,Pencil,Stationery,0.95,10,2024-01-06,Spain
1005,Desk,Furniture,97.86,1,2024-01-04,France
1008,Notebook,Stationery,3.7,4,2024-01-06,France
1010,Backpack,Accessories,40.22,1,2024-01-07,Italy
1010,Backpack,Accessories,37.11,2,2024-01-07,Italy
1004,Monitor,Electronics,156.88,2,2024-01-03,Spain
1005,Desk,Furniture,96.65,2,2024-01-04,France
1010,Backpack,Accessories,43.74,1,2024-01-07,Italy
1004,Monitor,Electronics,158.09,2,2024-01-03,Spain
1002,Mouse,Electronics,19.54,1,2024-01-02,France
1008,Notebook,Stationery,3.72,3,2024-01-06,France
1004,Monitor,Electronics,150.5,2,2024-01-03,Spain
1009,Pencil,Stationery,1.03,10,2024-01-06,Spain
1006,Chair,Furniture,61.44,3,2024-01-04,Italy
1005,Desk,Furniture,95.76,1,2024-01-04,France
1010,Backpack,Accessories,38.7,1,2024-01-07,Italy
1010,Backpack,Accessories,42.05,1,2024-01-07,Italy
